Order_ID,Order_Date,Month,Quarter,Year,Product_Name,Category,Subcategory,Brand,Unit,Unit_Price,Discount_Percent,Discounted_Price,Quantity,Total_Sale,Vendor_Name,City,Payment_Method,Order_Status
MM-ORD-1255,2025-07-25,Jul 2025,Q3 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,11,1320.0,Goyal Motors,Gangapur City,Bank Transfer,Shipped
MM-ORD-1256,2024-12-07,Dec 2024,Q4 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,20,1900.0,Agarwal Machinery,Gangapur City,Cash,Processing
MM-ORD-1257,2025-11-02,Nov 2025,Q4 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,8,358.8,12,4305.6,Rajdhani Machinery,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1258,2024-11-13,Nov 2024,Q4 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,0,350.0,20,7000.0,Shiv Automobile,Gangapur City,Bank Transfer,Shipped
MM-ORD-1259,2025-10-23,Oct 2025,Q4 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,5,600.0,SM Auto Parts,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1260,2024-11-12,Nov 2024,Q4 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,10,1080.0,1,1080.0,Pawan Motors,Gangapur City,Cash,Delivered
MM-ORD-1261,2024-08-19,Aug 2024,Q3 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,5,114.0,16,1824.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1262,2025-11-08,Nov 2025,Q4 2025,2025,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,0,380.0,4,1520.0,Agarwal Machinery,Gangapur City,UPI,Processing
MM-ORD-1263,2024-06-15,Jun 2024,Q2 2024,2024,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,13,5070.0,Pink City Motors,Jaipur,Cash,Cancelled
MM-ORD-1264,2024-02-14,Feb 2024,Q1 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,15,102.0,6,612.0,Ranthambore Machinery,Sawai Madhopur,UPI,Delivered
MM-ORD-1265,2026-02-09,Feb 2026,Q1 2026,2026,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,8,331.2,20,6624.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Shipped
MM-ORD-1266,2026-04-08,Apr 2026,Q2 2026,2026,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,8,331.2,8,2649.6,Capital Tools,Jaipur,UPI,Delivered
MM-ORD-1267,2025-04-17,Apr 2025,Q2 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,15,127.5,19,2422.5,Rajputana Machinery Co.,Jaipur,UPI,Shipped
MM-ORD-1268,2026-04-16,Apr 2026,Q2 2026,2026,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,14,16800.0,Capital Tools,Jaipur,Cash,Processing
MM-ORD-1269,2025-10-18,Oct 2025,Q4 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,9,3510.0,SM Auto Parts,Sawai Madhopur,UPI,Delivered
MM-ORD-1270,2024-10-18,Oct 2024,Q4 2024,2024,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,4,1800.0,Rajdhani Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1271,2026-04-30,Apr 2026,Q2 2026,2026,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,17,1445.0,Rajasthan Machinery Hub,Jaipur,UPI,Delivered
MM-ORD-1272,2024-01-28,Jan 2024,Q1 2024,2024,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,10,324.0,15,4860.0,SM Auto Parts,Sawai Madhopur,UPI,Delivered
MM-ORD-1273,2025-01-30,Jan 2025,Q1 2025,2025,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,5,332.5,12,3990.0,Capital Tools,Jaipur,Cash,Delivered
MM-ORD-1274,2026-05-09,May 2026,Q2 2026,2026,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,0,360.0,11,3960.0,Khandelwal Shops,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1275,2024-02-09,Feb 2024,Q1 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,5,600.0,Ranthambore Machinery,Sawai Madhopur,UPI,Shipped
MM-ORD-1276,2025-09-22,Sep 2025,Q3 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,15,331.5,16,5304.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1277,2025-07-15,Jul 2025,Q3 2025,2025,Castrol Engine Oil 10W-30 1L,Castrol,Engine Oil,Castrol,litre,420,0,420.0,7,2940.0,Agarwal Machinery,Gangapur City,Bank Transfer,Processing
MM-ORD-1278,2024-08-31,Aug 2024,Q3 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,8,1104.0,4,4416.0,Jaipur Auto Parts,Jaipur,UPI,Delivered
MM-ORD-1279,2024-03-05,Mar 2024,Q1 2024,2024,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,15,1003.0,14,14042.0,Kalyan Machinery Parts,Gangapur City,Cash,Shipped
MM-ORD-1280,2026-01-05,Jan 2026,Q1 2026,2026,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,5,114.0,1,114.0,Capital Tools,Jaipur,Cash,Delivered
MM-ORD-1281,2024-09-03,Sep 2024,Q3 2024,2024,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,10,405.0,20,8100.0,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1282,2024-03-10,Mar 2024,Q1 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,10,990.0,3,2970.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Processing
MM-ORD-1283,2025-02-03,Feb 2025,Q1 2025,2025,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,17,20400.0,Ranthambore Machinery,Sawai Madhopur,UPI,Delivered
MM-ORD-1284,2024-12-31,Dec 2024,Q4 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,0,350.0,9,3150.0,Pawan Motors,Gangapur City,Cash,Delivered
MM-ORD-1285,2024-05-16,May 2024,Q2 2024,2024,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,10,324.0,4,1296.0,Tiger Motors,Sawai Madhopur,Cash,Delivered
MM-ORD-1286,2025-12-13,Dec 2025,Q4 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,15,382.5,6,2295.0,Pawan Motors,Gangapur City,UPI,Cancelled
MM-ORD-1287,2026-01-03,Jan 2026,Q1 2026,2026,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,0,1100.0,5,5500.0,Ranthambore Machinery,Sawai Madhopur,UPI,Delivered
MM-ORD-1288,2024-02-12,Feb 2024,Q1 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,5,90.25,2,180.5,Kalyan Machinery Parts,Gangapur City,UPI,Delivered
MM-ORD-1289,2024-09-16,Sep 2024,Q3 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,15,1020.0,18,18360.0,Jaipur Auto Parts,Jaipur,Cash,Cancelled
MM-ORD-1290,2025-11-02,Nov 2025,Q4 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,0,370.0,12,4440.0,Agarwal Machinery,Gangapur City,UPI,Delivered
MM-ORD-1291,2025-02-13,Feb 2025,Q1 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,12,360.8,12,4329.6,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1292,2025-12-09,Dec 2025,Q4 2025,2025,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,15,297.5,6,1785.0,Pawan Motors,Gangapur City,UPI,Delivered
MM-ORD-1293,2024-03-21,Mar 2024,Q1 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,12,1056.0,3,3168.0,Agarwal Machinery,Gangapur City,UPI,Processing
MM-ORD-1294,2024-04-15,Apr 2024,Q2 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,10,990.0,10,9900.0,Capital Tools,Jaipur,Cash,Delivered
MM-ORD-1295,2024-06-19,Jun 2024,Q2 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,12,83.6,15,1254.0,Agarwal Machinery,Gangapur City,Bank Transfer,Shipped
MM-ORD-1296,2025-09-21,Sep 2025,Q3 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,10,135.0,2,270.0,Rajasthan Machinery Hub,Jaipur,UPI,Delivered
MM-ORD-1297,2025-06-09,Jun 2025,Q2 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,10,1062.0,13,13806.0,Goyal Motors,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1298,2024-02-05,Feb 2024,Q1 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,15,935.0,5,4675.0,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1299,2025-01-27,Jan 2025,Q1 2025,2025,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,10,324.0,12,3888.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1300,2025-01-15,Jan 2025,Q1 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,10,108.0,15,1620.0,Shiv Automobile,Gangapur City,UPI,Delivered
MM-ORD-1301,2025-02-11,Feb 2025,Q1 2025,2025,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,10,1980.0,17,33660.0,Shiv Automobile,Gangapur City,UPI,Cancelled
MM-ORD-1302,2026-01-23,Jan 2026,Q1 2026,2026,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,4,340.0,Kalyan Machinery Parts,Gangapur City,Cash,Shipped
MM-ORD-1303,2024-09-25,Sep 2024,Q3 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,18,21600.0,Jaipur Auto Parts,Jaipur,UPI,Cancelled
MM-ORD-1304,2025-12-11,Dec 2025,Q4 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,8,257.6,20,5152.0,Kalyan Machinery Parts,Gangapur City,UPI,Delivered
MM-ORD-1305,2024-06-25,Jun 2024,Q2 2024,2024,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,15,348.5,3,1045.5,Shiv Automobile,Gangapur City,Bank Transfer,Shipped
MM-ORD-1306,2025-12-27,Dec 2025,Q4 2025,2025,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,10,342.0,11,3762.0,Ranthambore Machinery,Sawai Madhopur,Cash,Processing
MM-ORD-1307,2025-12-29,Dec 2025,Q4 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,10,4500.0,Agarwal Machinery,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1308,2024-05-04,May 2024,Q2 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,5,1045.0,12,12540.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1309,2025-01-04,Jan 2025,Q1 2025,2025,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,0,360.0,16,5760.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Processing
MM-ORD-1310,2025-09-18,Sep 2025,Q3 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,18,2700.0,Rajasthan Machinery Hub,Jaipur,Cash,Delivered
MM-ORD-1311,2026-02-26,Feb 2026,Q1 2026,2026,Bearing 6206,FAG,Motor Parts,FAG,piece,95,12,83.6,16,1337.6,Jaipur Auto Parts,Jaipur,UPI,Processing
MM-ORD-1312,2025-04-05,Apr 2025,Q2 2025,2025,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,0,380.0,11,4180.0,Shiv Automobile,Gangapur City,UPI,Cancelled
MM-ORD-1313,2026-02-25,Feb 2026,Q1 2026,2026,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,5,6000.0,Pawan Motors,Gangapur City,Cash,Shipped
MM-ORD-1314,2025-06-14,Jun 2025,Q2 2025,2025,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,2,2400.0,Rajdhani Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1315,2024-12-20,Dec 2024,Q4 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,5,1045.0,11,11495.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1316,2024-05-08,May 2024,Q2 2024,2024,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,8,349.6,7,2447.2,Agarwal Machinery,Gangapur City,Bank Transfer,Delivered
MM-ORD-1317,2025-08-29,Aug 2025,Q3 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,3,360.0,Capital Tools,Jaipur,Bank Transfer,Delivered
MM-ORD-1318,2026-05-12,May 2026,Q2 2026,2026,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,10,990.0,20,19800.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Delivered
MM-ORD-1319,2025-10-28,Oct 2025,Q4 2025,2025,Castrol Engine Oil 10W-30 1L,Castrol,Engine Oil,Castrol,litre,420,8,386.4,2,772.8,Goyal Motors,Gangapur City,Cash,Processing
MM-ORD-1320,2025-10-04,Oct 2025,Q4 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,15,382.5,1,382.5,Pink City Motors,Jaipur,Bank Transfer,Delivered
MM-ORD-1321,2024-10-31,Oct 2024,Q4 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,12,83.6,8,668.8,Rajasthan Machinery Hub,Jaipur,UPI,Delivered
MM-ORD-1322,2025-05-10,May 2025,Q2 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,12,1038.4,15,15576.0,Shiv Automobile,Gangapur City,UPI,Delivered
MM-ORD-1323,2026-01-05,Jan 2026,Q1 2026,2026,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,10,108.0,5,540.0,Pink City Motors,Jaipur,UPI,Cancelled
MM-ORD-1324,2025-06-11,Jun 2025,Q2 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,10,135.0,5,675.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Delivered
MM-ORD-1325,2024-09-30,Sep 2024,Q3 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,15,1800.0,Kalyan Machinery Parts,Gangapur City,UPI,Delivered
MM-ORD-1326,2025-01-28,Jan 2025,Q1 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,8,358.8,2,717.6,Goyal Motors,Gangapur City,Bank Transfer,Shipped
MM-ORD-1327,2025-08-14,Aug 2025,Q3 2025,2025,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,10,324.0,6,1944.0,SM Auto Parts,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1328,2025-06-11,Jun 2025,Q2 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,15,314.5,6,1887.0,Ranthambore Machinery,Sawai Madhopur,UPI,Shipped
MM-ORD-1329,2025-02-06,Feb 2025,Q1 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,1,95.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Shipped
MM-ORD-1330,2024-02-19,Feb 2024,Q1 2024,2024,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,10,324.0,19,6156.0,Kalyan Machinery Parts,Gangapur City,Cash,Delivered
MM-ORD-1331,2025-07-03,Jul 2025,Q3 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,8,165.6,16,2649.6,Pink City Motors,Jaipur,Cash,Delivered
MM-ORD-1332,2026-02-21,Feb 2026,Q1 2026,2026,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,10,405.0,9,3645.0,Shiv Automobile,Gangapur City,UPI,Delivered
MM-ORD-1333,2025-01-06,Jan 2025,Q1 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,5,1121.0,2,2242.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Delivered
MM-ORD-1334,2026-02-21,Feb 2026,Q1 2026,2026,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,15,323.0,17,5491.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Delivered
MM-ORD-1335,2024-05-11,May 2024,Q2 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,20,2400.0,Rajputana Machinery Co.,Jaipur,Cash,Shipped
MM-ORD-1336,2026-02-12,Feb 2026,Q1 2026,2026,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,10,135.0,11,1485.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1337,2024-02-16,Feb 2024,Q1 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,13,1560.0,Capital Tools,Jaipur,Cash,Delivered
MM-ORD-1338,2024-06-01,Jun 2024,Q2 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,15,102.0,16,1632.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Processing
MM-ORD-1339,2024-06-15,Jun 2024,Q2 2024,2024,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,10,351.0,20,7020.0,Pawan Motors,Gangapur City,UPI,Processing
MM-ORD-1340,2025-12-26,Dec 2025,Q4 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,15,80.75,11,888.25,Pink City Motors,Jaipur,Bank Transfer,Delivered
MM-ORD-1341,2024-12-05,Dec 2024,Q4 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,10,162.0,1,162.0,SM Auto Parts,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1342,2025-09-03,Sep 2025,Q3 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,0,450.0,10,4500.0,Pink City Motors,Jaipur,UPI,Delivered
MM-ORD-1343,2025-08-20,Aug 2025,Q3 2025,2025,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,0,2200.0,8,17600.0,Pink City Motors,Jaipur,UPI,Delivered
MM-ORD-1344,2024-05-31,May 2024,Q2 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,12,1056.0,20,21120.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Delivered
MM-ORD-1345,2024-01-20,Jan 2024,Q1 2024,2024,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,5,1121.0,4,4484.0,Pink City Motors,Jaipur,UPI,Delivered
MM-ORD-1346,2025-02-24,Feb 2025,Q1 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,5,427.5,14,5985.0,Shiv Automobile,Gangapur City,Bank Transfer,Processing
MM-ORD-1347,2025-06-15,Jun 2025,Q2 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,0,180.0,2,360.0,SM Auto Parts,Sawai Madhopur,Cash,Processing
MM-ORD-1348,2024-11-17,Nov 2024,Q4 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,12,105.6,16,1689.6,Rajputana Machinery Co.,Jaipur,Cash,Shipped
MM-ORD-1349,2025-11-23,Nov 2025,Q4 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,10,405.0,18,7290.0,Pawan Motors,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1350,2024-09-09,Sep 2024,Q3 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,5,80.75,16,1292.0,Pink City Motors,Jaipur,UPI,Processing
MM-ORD-1351,2025-12-22,Dec 2025,Q4 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,8,87.4,10,874.0,Kalyan Machinery Parts,Gangapur City,Cash,Cancelled
MM-ORD-1352,2025-07-27,Jul 2025,Q3 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,10,162.0,16,2592.0,Pawan Motors,Gangapur City,Bank Transfer,Delivered
MM-ORD-1353,2025-02-08,Feb 2025,Q1 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,12,83.6,19,1588.4,Goyal Motors,Gangapur City,UPI,Delivered
MM-ORD-1354,2024-12-20,Dec 2024,Q4 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,10,950.0,Khandelwal Shops,Gangapur City,UPI,Cancelled
MM-ORD-1355,2024-07-25,Jul 2024,Q3 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,5,80.75,16,1292.0,Tiger Motors,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1356,2024-04-21,Apr 2024,Q2 2024,2024,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,9,4050.0,Tiger Motors,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1357,2025-11-16,Nov 2025,Q4 2025,2025,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,0,2200.0,8,17600.0,Kalyan Machinery Parts,Gangapur City,Bank Transfer,Delivered
MM-ORD-1358,2024-12-04,Dec 2024,Q4 2024,2024,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,12,316.8,4,1267.2,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1359,2025-07-17,Jul 2025,Q3 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,0,410.0,5,2050.0,Rajputana Machinery Co.,Jaipur,Cash,Shipped
MM-ORD-1360,2024-11-24,Nov 2024,Q4 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,8,165.6,7,1159.2,Rajasthan Machinery Hub,Jaipur,UPI,Cancelled
MM-ORD-1361,2025-07-01,Jul 2025,Q3 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,5,1121.0,3,3363.0,Rajdhani Machinery,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1362,2026-05-07,May 2026,Q2 2026,2026,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,12,1038.4,6,6230.4,Rajdhani Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1363,2026-02-05,Feb 2026,Q1 2026,2026,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,0,350.0,16,5600.0,Ranthambore Machinery,Sawai Madhopur,UPI,Delivered
MM-ORD-1364,2024-12-09,Dec 2024,Q4 2024,2024,Castrol Engine Oil 10W-30 1L,Castrol,Engine Oil,Castrol,litre,420,0,420.0,19,7980.0,Agarwal Machinery,Gangapur City,UPI,Shipped
MM-ORD-1365,2026-05-21,May 2026,Q2 2026,2026,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,16,7200.0,Capital Tools,Jaipur,Bank Transfer,Shipped
MM-ORD-1366,2024-06-15,Jun 2024,Q2 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,10,76.5,4,306.0,Kalyan Machinery Parts,Gangapur City,Bank Transfer,Shipped
MM-ORD-1367,2026-01-24,Jan 2026,Q1 2026,2026,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,6,510.0,Tiger Motors,Sawai Madhopur,UPI,Delivered
MM-ORD-1368,2025-09-17,Sep 2025,Q3 2025,2025,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,0,2200.0,7,15400.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Shipped
MM-ORD-1369,2025-02-14,Feb 2025,Q1 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,0,450.0,11,4950.0,Capital Tools,Jaipur,Bank Transfer,Delivered
MM-ORD-1370,2024-09-11,Sep 2024,Q3 2024,2024,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,10,990.0,16,15840.0,Shiv Automobile,Gangapur City,Cash,Delivered
MM-ORD-1371,2024-12-03,Dec 2024,Q4 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,8,322.0,15,4830.0,Kalyan Machinery Parts,Gangapur City,UPI,Processing
MM-ORD-1372,2025-12-10,Dec 2025,Q4 2025,2025,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,10,1980.0,9,17820.0,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1373,2025-02-19,Feb 2025,Q1 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,0,410.0,10,4100.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Processing
MM-ORD-1374,2025-01-11,Jan 2025,Q1 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,8,87.4,4,349.6,Tiger Motors,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1375,2025-04-10,Apr 2025,Q2 2025,2025,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,0,360.0,16,5760.0,Shiv Automobile,Gangapur City,Bank Transfer,Processing
MM-ORD-1376,2026-02-14,Feb 2026,Q1 2026,2026,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,15,127.5,18,2295.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Cancelled
MM-ORD-1377,2025-06-22,Jun 2025,Q2 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,0,370.0,8,2960.0,Ranthambore Machinery,Sawai Madhopur,UPI,Processing
MM-ORD-1378,2024-03-04,Mar 2024,Q1 2024,2024,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,19,2850.0,Goyal Motors,Gangapur City,Bank Transfer,Processing
MM-ORD-1379,2024-06-17,Jun 2024,Q2 2024,2024,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,0,370.0,18,6660.0,Pink City Motors,Jaipur,UPI,Processing
MM-ORD-1380,2024-04-03,Apr 2024,Q2 2024,2024,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,15,238.0,7,1666.0,Goyal Motors,Gangapur City,Bank Transfer,Shipped
MM-ORD-1381,2025-04-12,Apr 2025,Q2 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,12,1038.4,5,5192.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Delivered
